Dataset,User Number,Itemset Size,Dummy Item Proportion,k,Candidate Set Size,Privacy_Parameter,User Itemset Size,RE1,RE2,NDCG1,NDCG2,Start Time,Finishe Time
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,5,50,0.15337287246999481,0.25472609139838509,0.9948755362650759,0.9961903992331534,2018-05-23 18:25:18.288000,2018-05-23 18:27:22.619000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.19007669964600166,0.22346721338945219,0.996903726166141,0.9974961820363812,2018-05-23 18:25:18.288000,2018-05-23 18:27:25.223000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.19648712938069857,0.24551822020644368,0.9921743941599419,0.988266738925854,2018-05-23 18:25:18.288000,2018-05-23 18:27:27.438000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.2077996806797815,0.26030189056051112,0.9932213350338617,0.9950580104997245,2018-05-23 18:25:18.288000,2018-05-23 18:27:30.040000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.2487745841147205,0.23184399137339262,0.9937212016125051,0.9952505320164938,2018-05-23 18:25:18.288000,2018-05-23 18:27:32.317000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.22762832129457111,0.31459092298780278,0.9947603025557952,0.9860688622972865,2018-05-23 18:25:18.288000,2018-05-23 18:27:34.828000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.25779414550966284,0.32493618257006507,0.9915840177178222,0.9855672340138153,2018-05-23 18:25:18.288000,2018-05-23 18:27:37.055000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.19725493512084136,0.11939039798344256,0.9967310190298073,0.9974627420424903,2018-05-23 18:25:18.288000,2018-05-23 18:27:39.567000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.19575032067786696,0.31817873949146869,0.9971024725850608,0.9971276498948323,2018-05-23 18:25:18.288000,2018-05-23 18:27:41.954000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.18027399728801102,0.21226526096475268,0.9925299207308692,0.9936625474535337,2018-05-23 18:25:18.288000,2018-05-23 18:27:44.327000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,6,50,0.25972469193805464,0.17977639449158439,0.9941861092979954,0.9951691047362944,2018-05-23 18:25:18.288000,2018-05-23 18:27:46.794000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.2199201948578417,0.22037324859439608,0.9980148874509328,0.9982535867052478,2018-05-23 18:25:18.288000,2018-05-23 18:27:49.025000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.27141434503549788,0.30291108697628388,0.997272844706563,0.9980416083229069,2018-05-23 18:25:18.288000,2018-05-23 18:27:51.669000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.22839381314076546,0.31735337522104234,0.9967504746626621,0.9974470328158903,2018-05-23 18:25:18.288000,2018-05-23 18:27:53.874000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.21392476100191038,0.14694531449941334,0.995744793038064,0.9968056672148521,2018-05-23 18:25:18.288000,2018-05-23 18:27:56.803000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.1622160146210693,0.18633953491919042,0.9950102096984448,0.9960820347300137,2018-05-23 18:25:18.288000,2018-05-23 18:27:59.040000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.25481168235622942,0.2750273344129,0.9953540218633924,0.9967691294985918,2018-05-23 18:25:18.288000,2018-05-23 18:28:01.670000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.1931288003365329,0.16098071141543321,0.9961526150302887,0.9965963970376259,2018-05-23 18:25:18.288000,2018-05-23 18:28:03.881000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.2762802726215966,0.22764099258038495,0.9975400049953042,0.9982630105231659,2018-05-23 18:25:18.288000,2018-05-23 18:28:06.392000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.23086266519157062,0.22968000690577536,0.9971579709469435,0.9980191126393344,2018-05-23 18:25:18.288000,2018-05-23 18:28:08.702000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,7,50,0.2803471318751386,0.27632065865846123,0.995214705288121,0.9962379079836692,2018-05-23 18:25:18.288000,2018-05-23 18:28:11.173000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.23342615159808239,0.30281976698202373,0.9973469692014023,0.9980727068602822,2018-05-23 18:25:18.288000,2018-05-23 18:28:13.638000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.21557321963047216,0.26142534031496245,0.9977751501054914,0.9981034254634173,2018-05-23 18:25:18.288000,2018-05-23 18:28:15.864000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.1402467500851019,0.20968844795002639,0.9976044459435925,0.9976734191118983,2018-05-23 18:25:18.288000,2018-05-23 18:28:18.506000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.24491037234898472,0.18015163192687017,0.9934442823191473,0.9947714490443704,2018-05-23 18:25:18.288000,2018-05-23 18:28:20.758000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.21416993327624462,0.14978831941934728,0.997004189547673,0.9977281610753487,2018-05-23 18:25:18.288000,2018-05-23 18:28:23.330000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.20668450547620643,0.28690771688225347,0.9962930853166094,0.9963042715161806,2018-05-23 18:25:18.288000,2018-05-23 18:28:25.588000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.23145666244547636,0.25671179990704152,0.9958184479249043,0.9967686332135337,2018-05-23 18:25:18.288000,2018-05-23 18:28:28.160000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.17567726571727124,0.19140611196663315,0.9977197345565701,0.9980120711929784,2018-05-23 18:25:18.288000,2018-05-23 18:28:30.430000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.12808565298890304,0.21324292976608619,0.9965718056097016,0.9879486841288987,2018-05-23 18:25:18.288000,2018-05-23 18:28:33.045000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,8,50,0.26399682304865052,0.28168361692770316,0.9952432713346455,0.9956994805777488,2018-05-23 18:25:18.288000,2018-05-23 18:28:35.301000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.23552525486817533,0.12985587666523427,0.9972245917183787,0.9978888138714576,2018-05-23 18:25:18.288000,2018-05-23 18:28:37.789000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.1913370742599686,0.18616903895347978,0.9974102749619932,0.9983994746142967,2018-05-23 18:25:18.288000,2018-05-23 18:28:40.114000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.21978004762501568,0.18672164362750637,0.9958701170257697,0.9970456778905885,2018-05-23 18:25:18.288000,2018-05-23 18:28:42.528000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.17779383297274587,0.32490614691740383,0.9959598494833629,0.9897865676034671,2018-05-23 18:25:18.288000,2018-05-23 18:28:45.077000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.19458101797940591,0.27195409368289558,0.99715268927517,0.9968527697328219,2018-05-23 18:25:18.288000,2018-05-23 18:28:47.340000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.30728478064290776,0.32994306445633181,0.9952268816745412,0.9957489103011533,2018-05-23 18:25:18.288000,2018-05-23 18:28:50.031000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.19054626671288966,0.16550255740187819,0.9971492290575801,0.9979244992503418,2018-05-23 18:25:18.288000,2018-05-23 18:28:52.299000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.27713648751570374,0.22428275052823426,0.9963974604154292,0.9973048870753453,2018-05-23 18:25:18.288000,2018-05-23 18:28:54.952000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.261880753846227,0.18607873811064873,0.9964612256576066,0.997822526174416,2018-05-23 18:25:18.288000,2018-05-23 18:28:57.363000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,9,50,0.22870774730307189,0.22320973146980322,0.9969061195717878,0.9978153778182073,2018-05-23 18:25:18.288000,2018-05-23 18:28:59.913000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.23543853073463267,0.16579077899170935,0.9975600208693518,0.9987777660514782,2018-05-23 18:25:18.288000,2018-05-23 18:29:02.416000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.22396161773074735,0.21674154315296768,0.9973997263636819,0.9983111799106337,2018-05-23 18:25:18.288000,2018-05-23 18:29:04.667000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.1836948712494739,0.20933522338240318,0.9972277882016545,0.9981042612660312,2018-05-23 18:25:18.288000,2018-05-23 18:29:07.253000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.17900194713406903,0.16197659164070038,0.9974726955490499,0.9982697253169532,2018-05-23 18:25:18.288000,2018-05-23 18:29:09.521000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.21734262091459644,0.22703036065239035,0.9963769513348504,0.9972838095577442,2018-05-23 18:25:18.288000,2018-05-23 18:29:12.190000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.22465570883452984,0.19983291395099401,0.9963119302826654,0.9807243693580585,2018-05-23 18:25:18.288000,2018-05-23 18:29:14.481000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.21667551843767052,0.21391078383641682,0.9964420713556623,0.9970396956809622,2018-05-23 18:25:18.288000,2018-05-23 18:29:17.062000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.19663786626596541,0.23821439673007733,0.9960843318950929,0.9974901773231789,2018-05-23 18:25:18.288000,2018-05-23 18:29:20.396000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.2449391908033019,0.20872697031373544,0.9967410835131959,0.9974445096121483,2018-05-23 18:25:18.288000,2018-05-23 18:29:23.151000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,30,90,10,50,0.23414325104180256,0.24960321640215818,0.9967830353844674,0.9970293857479308,2018-05-23 18:25:18.288000,2018-05-23 18:29:25.745000
Dataset,User Number,Itemset Size,Dummy Item Proportion,k,Candidate Set Size,Privacy_Parameter,User Itemset Size,RE1,RE2,NDCG1,NDCG2,Start Time,Finishe Time
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.62571640772766779,0.9799797783268589,0.9123855013840824,0.9201771322403487,2018-05-23 19:10:36.900000,2018-05-23 19:10:43.520000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.49385334172769146,0.98187774852907816,0.9559515736012453,0.9588112216037924,2018-05-23 19:10:36.900000,2018-05-23 19:10:45.406000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.80947834198416602,0.97928804123109869,0.9612483310442934,0.9630452565363237,2018-05-23 19:10:36.900000,2018-05-23 19:10:47.600000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.57724902954191359,0.97314608225424171,0.9687939749527038,0.9705058063413511,2018-05-23 19:10:36.900000,2018-05-23 19:10:50.195000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.52761110438511793,0.98702621580127459,0.9419974565225868,0.9447274067159875,2018-05-23 19:10:36.900000,2018-05-23 19:10:52.460000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,1.3774591884806031,1.0014665774003719,0.886425315281677,0.7640845835187587,2018-05-23 19:10:36.900000,2018-05-23 19:10:55.361000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,1.5457851408093268,1.0109157028161864,0.8302408761987898,0.8363763955289899,2018-05-23 19:10:36.900000,2018-05-23 19:10:57.557000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.60037726103180766,0.98935674030331056,0.9446088623893198,0.9479721639235313,2018-05-23 19:10:36.900000,2018-05-23 19:11:00.488000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.88098604157799087,0.99143213820255505,0.9172722618987011,0.9200500937822781,2018-05-23 19:10:36.900000,2018-05-23 19:11:02.770000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,1,50,0.38787103345238072,0.9852539279568262,0.9528166488909099,0.9558631384482907,2018-05-23 19:10:36.900000,2018-05-23 19:11:05.614000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.43718025850645098,0.9797915760808853,0.9609451212644545,0.9625951107962384,2018-05-23 19:10:36.900000,2018-05-23 19:11:07.812000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.55794691819728204,0.92631481871003785,0.9733966134408815,0.9745090698716994,2018-05-23 19:10:36.900000,2018-05-23 19:11:10.503000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.3516326191562783,0.58878774416772606,0.993369579377611,0.9946651683861566,2018-05-23 19:10:36.900000,2018-05-23 19:11:12.586000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.53921157716361834,0.98186521709541308,0.9830783884684309,0.9840576672014935,2018-05-23 19:10:36.900000,2018-05-23 19:11:15.286000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.66895365884968028,0.22320260688184057,0.9874978059220224,0.9884595936064757,2018-05-23 19:10:36.900000,2018-05-23 19:11:17.487000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.24902775414319933,0.97846445929526127,0.9872763575098307,0.910611309781446,2018-05-23 19:10:36.900000,2018-05-23 19:11:20.566000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.46596897390880865,0.98663270368194,0.9784781971999563,0.9281270755439675,2018-05-23 19:10:36.900000,2018-05-23 19:11:23.155000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.37082320777642763,0.90514605477780508,0.9869056339920764,0.9881139942583455,2018-05-23 19:10:36.900000,2018-05-23 19:11:25.982000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.27832680293642675,0.97902653779560667,0.9801507003933061,0.9810154634830469,2018-05-23 19:10:36.900000,2018-05-23 19:11:28.668000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,2,50,0.42112562671322351,0.98440523166185734,0.9605613316075019,0.9620953421755374,2018-05-23 19:10:36.900000,2018-05-23 19:11:31.364000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,3,50,0.278264147045864,0.5467572904009721,0.9826169796141796,0.9836256903213724,2018-05-23 19:10:36.900000,2018-05-23 19:11:34.368000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,3,50,0.27673479033062803,0.72697320821904021,0.990387673958545,0.9912187303872977,2018-05-23 19:10:36.900000,2018-05-23 19:11:36.649000
Random_Itemset_different_privacy_050_1e5_true_2,100000,1000,10.06026,10,30,3,50,0.17881723432533486,0.29982358655210861,0.9936054484882099,0.994007388845561,2018-05-23 19:10:36.900000,2018-05-23 19:11:39.970000
